"","entry_id","start_year","end_year","end_year_assumed","ithaID","count","value","recomputed","score","bias_flag","region_comment","diagnostic_method","comments","MultiLocation","Qualified","RecalculateDetails","MaxADM","globin_phenotype","name","geoboundary_key","geo_admin0","geo_admin1","geo_admin2","longitude","latitude","recruitment_site","measure_name","cause_name","metric_name","source_id","n_female","n_male","sample_size","sample_size_comment","consaguinity","status_group","nationality","nationality_comment","race","age_group_name","min_age","max_age","sex_group_name","ethnicity_name","religion_name","locus","pmid","report","doi","curated_by","comment","id"
"1","1","2017",2019,"0","NULL",3,0.0385,"yes","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Kadiogo","bf|92566538B47810894311900|67063806B29606811936927","bf","92566538B47810894311900","67063806B29606811936927","2.5267","48.8334","Saint Camille Hospital","Carrier prevalence","Hemoglobin E Disease","percent","9","5428","2361",7789,"NULL","NULL","Screening Population","21","assumed","NULL","Other","1yr","40yr","Both","NULL","NULL","NULL","NULL","NULL","10.29245/2690-0009/2020/1.1109","Mikaella Kontopoulou","NULL",1
"2","2","2017",2019,"0","NULL",1315,16.883,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Kadiogo","bf|92566538B47810894311900|67063806B29606811936927","bf","92566538B47810894311900","67063806B29606811936927","2.5267","48.8334","Saint Camille Hospital","Carrier prevalence","Hemoglobin C Disease","percent","9","5428","2361",7789,"NULL","NULL","Screening Population","21","assumed","NULL","Other","1yr","40yr","Both","NULL","NULL","NULL","NULL","NULL","10.29245/2690-0009/2020/1.1109","Mikaella Kontopoulou","NULL",2
"3","3","2017",2019,"0","NULL",223,2.863,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","NULL","NULL","Site","NULL","Kadiogo","bf|92566538B47810894311900|67063806B29606811936927","bf","92566538B47810894311900","67063806B29606811936927","2.5267","48.8334","Saint Camille Hospital","Prevalence","Sickle Cell Disease-SS","percent","9","5428","2361",7789,"NULL","NULL","Screening Population","21","assumed","NULL","Other","1yr","40yr","Both","NULL","NULL","NULL","NULL","NULL","10.29245/2690-0009/2020/1.1109","Mikaella Kontopoulou","NULL",3
"4","4","2017",2019,"0","NULL",799,10.258,"no","1","Low","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","No","Yes","NULL","Site","NULL","Kadiogo","bf|92566538B47810894311900|67063806B29606811936927","bf","92566538B47810894311900","67063806B29606811936927","2.5267","48.8334","Saint Camille Hospital","Carrier prevalence","Sickle Cell Disease-SS","percent","9","5428","2361",7789,"NULL","NULL","Screening Population","21","assumed","NULL","Other","1yr","40yr","Both","NULL","NULL","NULL","NULL","NULL","10.29245/2690-0009/2020/1.1109","Mikaella Kontopoulou","NULL",4
"5","5","2000",2004,"0","NULL",41,1751,"yes","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kadiogo","bf|92566538B47810894311900|67063806B29606811936927","bf","92566538B47810894311900","67063806B29606811936927","-1.50207127320582","12.3226645397614","NULL","Incidence","Sickle Cell Disease","rate","10","NULL","NULL",2341,"NULL","NULL","Unspecified","21","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","19103858","NULL","10.1136/jcp.2008.058966","Mikaella Kontopoulou","NULL",5
"6","6","2006",2009,"1","NULL",5,9.434,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","NULL","NULL","ADM2","NULL","Kadiogo","bf|92566538B47810894311900|67063806B29606811936927","bf","92566538B47810894311900","67063806B29606811936927","-1.50207127320582","12.3226645397614","NULL","Prevalence","Sickle Cell Disease-SC","percent","10","NULL","NULL",53,"Cohort includes: individuals suspected to be carriers/patients of hemoglobinopathies","NULL","Screening Population","21","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","19103858","NULL","10.1136/jcp.2008.058966","Mikaella Kontopoulou","NULL",6
"7","7","2006",2009,"1","NULL",1,1.8868,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","NULL","NULL","ADM2","NULL","Kadiogo","bf|92566538B47810894311900|67063806B29606811936927","bf","92566538B47810894311900","67063806B29606811936927","-1.50207127320582","12.3226645397614","NULL","Prevalence","Sickle Cell Disease-SS","percent","10","NULL","NULL",53,"Cohort includes: individuals suspected to be carriers/patients of hemoglobinopathies","NULL","Screening Population","21","assumed","NULL","Neonates","NULL","NULL","Unspecified","NULL","NULL","NULL","19103858","NULL","10.1136/jcp.2008.058966","Mikaella Kontopoulou","NULL",7
"8","8","NULL",2022,"1","NULL",4,1.6,"no","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Bida","ng|2878026B30047390588298|72505758B47233926198977","ng","2878026B30047390588298","72505758B47233926198977","6.01542317189275","9.09565414709734","NULL","Carrier prevalence","Hemoglobin C Disease","percent","11","124","130",254,"NULL","20","Unspecified","164","declared","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","NULL","NULL","10.22541/au.166114803.30410469","Mikaella Kontopoulou","NULL",8
"9","9","NULL",2022,"1","NULL",59,23.2,"no","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Bida","ng|2878026B30047390588298|72505758B47233926198977","ng","2878026B30047390588298","72505758B47233926198977","6.01542317189275","9.09565414709734","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","11","124","130",254,"NULL","20","Unspecified","164","declared","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","NULL","NULL","10.22541/au.166114803.30410469","Mikaella Kontopoulou","NULL",9
"10","10","NULL",2022,"1","NULL",3,1200,"yes","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Bida","ng|2878026B30047390588298|72505758B47233926198977","ng","2878026B30047390588298","72505758B47233926198977","6.01542317189275","9.09565414709734","NULL","Incidence","Sickle Cell Disease-SS","rate","11","124","130",254,"NULL","20","Unspecified","164","declared","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","NULL","NULL","10.22541/au.166114803.30410469","Mikaella Kontopoulou","NULL",10
"11","11","2020",2020,"0","NULL",27,5010,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Lubumbashi","cd|28894549B45844816197919|63176286B22994742158995","cd","28894549B45844816197919","63176286B22994742158995","27.482","-11.692","Kenya General Referral Hospital","Incidence","Sickle Cell Disease-SS","rate","12","286","271",538,"NULL","NULL","Unspecified","40","declared","African descent","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","NULL","10.25259/JHAS_11_2023","Mikaella Kontopoulou","Sample size reported inconsistently (588/538)",11
"12","12","2020",2020,"0","NULL",141,26.21,"no","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Lubumbashi","cd|28894549B45844816197919|63176286B22994742158995","cd","28894549B45844816197919","63176286B22994742158995","27.4842","-11.686","Kamalondo General Hospital","Carrier prevalence","Sickle Cell Disease-SS","percent","12","286","271",538,"NULL","NULL","Unspecified","40","declared","African descent","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","NULL","10.25259/JHAS_11_2023","Mikaella Kontopoulou","Sample size reported inconsistently (588/538)",12
"13","15","2020",2020,"0","NULL",1,0.19,"no","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Lubumbashi","cd|28894549B45844816197919|63176286B22994742158995","cd","28894549B45844816197919","63176286B22994742158995","27.4879","-11.6718","Jason Sendwe Hospital","Carrier prevalence","Hemoglobin C Disease","percent","12","286","271",538,"NULL","NULL","Unspecified","40","declared","African descent","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","NULL","10.25259/JHAS_11_2023","Mikaella Kontopoulou","Sample size reported inconsistently (588/538)",15
"14","26","2021",2022,"0","NULL",71,5.9,"no","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Butembo","cd|28894549B62062486820442|63176286B82209383163708","cd","28894549B62062486820442","63176286B82209383163708","29.3065","0.0935","Katwa General Referral Hospital","Carrier prevalence","Sickle Cell Disease-SS","percent","13","602","593",1195,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","37637401","NULL","10.11604/pamj.2023.45.56.36087","Mikaella Kontopoulou","NULL",26
"15","28","2021",2022,"0","NULL",2,200,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Beni","cd|28894549B62062486820442|63176286B95041244640056","cd","28894549B62062486820442","63176286B95041244640056","29.4599","0.4882","Beni General Referral Hospital","Incidence","Sickle Cell Disease-SS","rate","13","602","593",1195,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","37637401","NULL","10.11604/pamj.2023.45.56.36087","Mikaella Kontopoulou","NULL",28
"16","29","2021",2022,"0","NULL",0,0,"no","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Butembo","cd|28894549B62062486820442|63176286B82209383163708","cd","28894549B62062486820442","63176286B82209383163708","29.2836","0.1281","University of Graben","Carrier prevalence","Hemoglobin C Disease","percent","13","602","593",1195,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","37637401","NULL","10.11604/pamj.2023.45.56.36087","Mikaella Kontopoulou","NULL",29
"17","38","2021",2022,"0","NULL",63,5.493,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Butembo","cd|28894549B62062486820442|63176286B82209383163708","cd","28894549B62062486820442","63176286B82209383163708","29.2836","0.1281","University of Graben","Carrier prevalence","Sickle Cell Disease-SS","percent","13","NULL","NULL",1147,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Nande","NULL","NULL","37637401","NULL","10.11604/pamj.2023.45.56.36087","Mikaella Kontopoulou","NULL",38
"18","39","2021",2022,"0","NULL",1,87,"yes","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Butembo","cd|28894549B62062486820442|63176286B82209383163708","cd","28894549B62062486820442","63176286B82209383163708","29.2836","0.1281","University of Graben","Incidence","Sickle Cell Disease-SS","rate","13","NULL","NULL",1147,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Nande","NULL","NULL","37637401","NULL","10.11604/pamj.2023.45.56.36087","Mikaella Kontopoulou","NULL",39
"19","45","2021",2022,"0","NULL",0,0,"no","1","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","Yes","NULL","Site","NULL","Butembo","cd|28894549B62062486820442|63176286B82209383163708","cd","28894549B62062486820442","63176286B82209383163708","29.3065","0.0935","Katwa General Referral Hospital","Carrier prevalence","Hemoglobin C Disease","percent","13","NULL","NULL",1147,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Nande","NULL","NULL","37637401","NULL","10.11604/pamj.2023.45.56.36087","Mikaella Kontopoulou","NULL",45
"20","50","2021",2022,"0","NULL",1,2083,"yes","0.83","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","No","NULL","Site","NULL","Butembo","cd|28894549B62062486820442|63176286B82209383163708","cd","28894549B62062486820442","63176286B82209383163708","29.3065","0.0935","Katwa General Referral Hospital","Incidence","Sickle Cell Disease-SS","rate","13","NULL","NULL",48,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","37637401","NULL","10.11604/pamj.2023.45.56.36087","Mikaella Kontopoulou","NULL",50
"21","53","2021",2022,"0","NULL",8,16.667,"yes","0.83","Low","Data duplicated across regions of multi-location study.","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","Yes","No","NULL","Site","NULL","Butembo","cd|28894549B62062486820442|63176286B82209383163708","cd","28894549B62062486820442","63176286B82209383163708","29.3065","0.0935","Katwa General Referral Hospital","Carrier prevalence","Sickle Cell Disease-SS","percent","13","NULL","NULL",48,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","37637401","NULL","10.11604/pamj.2023.45.56.36087","Mikaella Kontopoulou","NULL",53
"22","58","2020",2022,"0","NULL",303,21.2,"no","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","695","737",1432,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",58
"23","59","2020",2022,"0","NULL",31,2200,"yes","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","695","737",1432,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",59
"24","60","2020",2022,"0","NULL",57,21.5,"no","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",265,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Lokele","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",60
"25","61","2020",2022,"0","NULL",4,1500,"yes","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",265,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Lokele","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",61
"26","62","2020",2022,"0","NULL",9,4100,"yes","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",218,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Topoke","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",62
"27","63","2020",2022,"0","NULL",44,20.2,"no","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",218,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Topoke","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",63
"28","64","2020",2022,"0","NULL",19,16.7,"no","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",114,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mukusu","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",64
"29","65","2020",2022,"0","NULL",0,0,"yes","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",114,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mukusu","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",65
"30","66","2020",2022,"0","NULL",1,1300,"yes","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",76,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Tolombo","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",66
"31","67","2020",2022,"0","NULL",18,23.7,"no","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",76,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Tolombo","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",67
"32","68","2020",2022,"0","NULL",20,26.7,"no","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",75,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Basoko","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",68
"33","69","2020",2022,"0","NULL",1,1300,"yes","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",75,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Basoko","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",69
"34","70","2020",2022,"0","NULL",9,16.7,"no","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",54,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mbole","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",70
"35","71","2020",2022,"0","NULL",1,1900,"yes","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",54,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mbole","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",71
"36","72","2020",2022,"0","NULL",10,20,"no","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",50,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Tetela","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",72
"37","73","2020",2022,"0","NULL",1,2000,"yes","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",50,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Tetela","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",73
"38","74","2020",2022,"0","NULL",0,0,"yes","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",48,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Ndande","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",74
"39","75","2020",2022,"0","NULL",10,20.8,"no","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",48,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Ndande","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",75
"40","76","2020",2022,"0","NULL",0,0,"yes","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",47,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mongando","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",76
"41","77","2020",2022,"0","NULL",9,19.1,"no","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",47,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mongando","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",77
"42","78","2020",2022,"0","NULL",2,4300,"yes","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",46,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Rega","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",78
"43","79","2020",2022,"0","NULL",10,21.7,"no","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",46,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Rega","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",79
"44","80","2020",2022,"0","NULL",12,28.6,"no","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Carrier prevalence","Sickle Cell Disease-SS","percent","14","NULL","NULL",42,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mbuza","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",80
"45","81","2020",2022,"0","NULL",1,2400,"yes","0.83","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","No","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",42,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mbuza","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",81
"46","82","2020",2022,"0","NULL",11,2800,"yes","1","Low","NULL","Biochemical/Hematological Diagnosis without HbA2 measurement","NULL","No","Yes","NULL","ADM2","NULL","Kisangani","cd|28894549B52595819388952|63176286B14375157758151","cd","28894549B52595819388952","63176286B14375157758151","25.2113861569242","0.528132824868793","NULL","Incidence","Sickle Cell Disease-SS","rate","14","NULL","NULL",396,"NULL","NULL","Unspecified","40","assumed","NULL","Neonates","NULL","NULL","Both","Mixed/Multiple","NULL","NULL","37183964","NULL","10.1080/16078454.2023.2213043","Mikaella Kontopoulou","NULL",82
