"","entry_id","start_year","end_year","end_year_assumed","ithaID","count","value","recomputed","score","bias_flag","region_comment","diagnostic_method","comments","MultiLocation","Qualified","RecalculateDetails","MaxADM","globin_phenotype","name","geoboundary_key","geo_admin0","geo_admin1","geo_admin2","longitude","latitude","recruitment_site","measure_name","cause_name","metric_name","source_id","n_female","n_male","sample_size","sample_size_comment","consaguinity","status_group","nationality","nationality_comment","race","age_group_name","min_age","max_age","sex_group_name","ethnicity_name","religion_name","locus","pmid","report","doi","curated_by","comment","id"
"10829","12756","2015",2015,"0","NULL",21,0.0313,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","NULL","NULL","NULL","ADM1","NULL","Wisconsin","us|66186276B99661273572291","us","66186276B99661273572291","NULL","-90.01181183708","44.637298825477","NULL","Prevalence","Sickle Cell Disease","percent","429","NULL","NULL",67041,"NULL","NULL","Unspecified","NULL","NULL","NULL","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","https://www.newsteps.org/","NULL","NULL","NULL",12756
"10830","12757","2018",2018,"0","NULL",20,0.0312,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","NULL","NULL","NULL","ADM1","NULL","Wisconsin","us|66186276B99661273572291","us","66186276B99661273572291","NULL","-90.01181183708","44.637298825477","NULL","Prevalence","Sickle Cell Disease","percent","429","NULL","NULL",64098,"NULL","NULL","Unspecified","NULL","NULL","NULL","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","https://www.newsteps.org/","NULL","NULL","NULL",12757
"10831","12758","2019",2019,"0","NULL",31,0.049,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","NULL","NULL","NULL","ADM1","NULL","Wisconsin","us|66186276B99661273572291","us","66186276B99661273572291","NULL","-90.01181183708","44.637298825477","NULL","Prevalence","Sickle Cell Disease","percent","429","NULL","NULL",63270,"NULL","NULL","Unspecified","NULL","NULL","NULL","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","https://www.newsteps.org/","NULL","NULL","NULL",12758
"10832","12759","2020",2020,"0","NULL",23,0.038,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","NULL","NULL","NULL","ADM1","NULL","Wisconsin","us|66186276B99661273572291","us","66186276B99661273572291","NULL","-90.01181183708","44.637298825477","NULL","Prevalence","Sickle Cell Disease","percent","429","NULL","NULL",60594,"NULL","NULL","Unspecified","NULL","NULL","NULL","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","https://www.newsteps.org/","NULL","NULL","NULL",12759
"10833","12760","2016",2016,"0","NULL",1,0.0135,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","NULL","NULL","NULL","ADM1","NULL","Wyoming","us|66186276B32853948068458","us","66186276B32853948068458","NULL","-107.551377442736","42.9995508375325","NULL","Prevalence","Sickle Cell Disease","percent","429","NULL","NULL",7386,"NULL","NULL","Unspecified","NULL","NULL","NULL","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","https://www.newsteps.org/","NULL","NULL","NULL",12760
"10834","12761","2018",2018,"0","NULL",1,0.0152,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","NULL","NULL","NULL","ADM1","NULL","Wyoming","us|66186276B32853948068458","us","66186276B32853948068458","NULL","-107.551377442736","42.9995508375325","NULL","Prevalence","Sickle Cell Disease","percent","429","NULL","NULL",6562,"NULL","NULL","Unspecified","NULL","NULL","NULL","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","https://www.newsteps.org/","NULL","NULL","NULL",12761
"10835","12762","2015",2015,"0","NULL",1,0.0129,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","NULL","NULL","NULL","ADM1","NULL","Wyoming","us|66186276B32853948068458","us","66186276B32853948068458","NULL","-107.551377442736","42.9995508375325","NULL","Prevalence","Sickle Cell Disease","percent","429","NULL","NULL",7765,"NULL","NULL","Unspecified","NULL","NULL","NULL","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","https://www.newsteps.org/","NULL","NULL","NULL",12762
"10836","12763","2017",2017,"0","NULL",1,0.0145,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","NULL","NULL","NULL","ADM1","NULL","Wyoming","us|66186276B32853948068458","us","66186276B32853948068458","NULL","-107.551377442736","42.9995508375325","NULL","Prevalence","Sickle Cell Disease","percent","429","NULL","NULL",6903,"NULL","NULL","Unspecified","NULL","NULL","NULL","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","https://www.newsteps.org/","NULL","NULL","NULL",12763
"10837","12764","2019",2019,"0","NULL",1,0.0152,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","NULL","NULL","NULL","ADM1","NULL","Wyoming","us|66186276B32853948068458","us","66186276B32853948068458","NULL","-107.551377442736","42.9995508375325","NULL","Prevalence","Sickle Cell Disease","percent","429","NULL","NULL",6565,"NULL","NULL","Unspecified","NULL","NULL","NULL","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","https://www.newsteps.org/","NULL","NULL","NULL",12764
"10838","12765","2020",2020,"0","NULL",1,0.0163,"yes","NULL","Quality not appraised","NULL","Biochemical/Hematological Diagnosis with HbA2 measurement","NULL","NULL","NULL","NULL","ADM1","NULL","Wyoming","us|66186276B32853948068458","us","66186276B32853948068458","NULL","-107.551377442736","42.9995508375325","NULL","Prevalence","Sickle Cell Disease","percent","429","NULL","NULL",6128,"NULL","NULL","Unspecified","NULL","NULL","NULL","Neonates","NULL","NULL","Both","NULL","NULL","NULL","NULL","https://www.newsteps.org/","NULL","NULL","NULL",12765
"10839","12766","2009",2009,"0","NULL",18,0.1614,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",11151,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12766
"10840","12767","2008",2008,"0","NULL",17,0.1929,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",8813,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12767
"10841","12768","2007",2007,"0","NULL",110,0.1601,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",68703,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Male","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12768
"10842","12769","2007",2007,"0","NULL",105,0.1621,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",64778,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Female","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12769
"10843","12770","2012",2012,"0","NULL",27,0.2035,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",13266,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12770
"10844","12771","2014",2014,"0","NULL",14,0.1047,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",13375,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12771
"10845","12772","2015",2015,"0","NULL",15,0.1221,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",12286,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12772
"10846","12773","2016",2016,"0","NULL",21,0.1892,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",11102,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12773
"10847","12774","2017",2017,"0","NULL",5,0.0565,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",8842,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12774
"10848","12775","2007",2007,"0","NULL",42,0.1819,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",23094,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<2yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12775
"10849","12776","2007",2007,"0","NULL",45,0.2082,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",21616,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","3yr","5yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12776
"10850","12777","2010",2010,"0","NULL",27,0.2396,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",11268,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12777
"10851","12778","2007",2007,"0","NULL",42,0.1644,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",25555,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","15yr","17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12778
"10852","12779","2013",2013,"0","NULL",24,0.1867,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",12852,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12779
"10853","12780","2018",2018,"0","NULL",10,0.121,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",8267,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12780
"10854","12781","2007",2007,"0","NULL",17,0.1806,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",9413,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12781
"10855","12782","2007",2007,"0","NULL",49,0.1437,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",34102,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","6yr","10yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12782
"10856","12783","2007",2007,"0","NULL",37,0.1271,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",29114,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","11yr","14yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12783
"10857","12784","2011",2011,"0","NULL",20,0.1557,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","United States","us","us","NULL","NULL","-112.475291240267","45.6709903852329","NULL","Prevalence","Sickle Cell Disease-SS","percent","430","NULL","NULL",12846,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<17yr","Both","NULL","NULL","NULL","36854589","NULL","NULL","NULL","NULL",12784
"10858","12785","2020",2020,"0","NULL",2,0.129,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","Antigua and Barbuda","ag","ag","NULL","NULL","-61.8000474268773","17.2802747448263","NULL","Prevalence","Sickle Cell Disease-SS","percent","431","NULL","NULL",1550,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Female","NULL","NULL","NULL","36975852","NULL","NULL","NULL","NULL",12785
"10859","12786","2020",2020,"0","NULL",1,0.0645,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","Antigua and Barbuda","ag","ag","NULL","NULL","-61.8000474268773","17.2802747448263","NULL","Prevalence","Sickle Cell Disease-SC","percent","431","NULL","NULL",1550,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Female","NULL","NULL","NULL","36975852","NULL","NULL","NULL","NULL",12786
"10860","12787","2020",2020,"0","NULL",15,3.6675,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","Nepal","np","np","NULL","NULL","83.9452313437773","28.2585791551649","NULL","Prevalence","Sickle Cell Disease-SS","percent","432","NULL","NULL",409,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","NULL","<99yr","Both","NULL","NULL","NULL","36705132","NULL","NULL","NULL","NULL",12787
"10861","12789","2017",2017,"0","NULL",2,0.4264,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","Ghana","gh","gh","NULL","NULL","-1.20594164721383","7.96502418266187","NULL","Prevalence","Sickle Cell Disease-SS","percent","433","NULL","NULL",469,"NULL","NULL","Unspecified","NULL","NULL","NULL","Other","10yr","54yr","Female","NULL","NULL","NULL","31999737","NULL","NULL","NULL","NULL",12789
"10862","12790","2012",2012,"0","NULL",25,1.2,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Gujarat","in|1811400B20389831100750","in","1811400B20389831100750","NULL","71.5860633690425","22.700381683992","NULL","Prevalence","Sickle Cell Disease-SS","percent","434","NULL","NULL",2083,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Female","NULL","NULL","NULL","28109314","NULL","NULL","NULL","NULL",12790
"10863","12791","2013",2013,"0","NULL",30,1.3,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Gujarat","in|1811400B20389831100750","in","1811400B20389831100750","NULL","71.5860633690425","22.700381683992","NULL","Prevalence","Sickle Cell Disease-SS","percent","434","NULL","NULL",2308,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Female","NULL","NULL","NULL","28109314","NULL","NULL","NULL","NULL",12791
"10864","12792","2015",2015,"0","NULL",20,1.3,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Gujarat","in|1811400B20389831100750","in","1811400B20389831100750","NULL","71.5860633690425","22.700381683992","NULL","Prevalence","Sickle Cell Disease-SS","percent","434","NULL","NULL",1538,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Female","NULL","NULL","NULL","28109314","NULL","NULL","NULL","NULL",12792
"10865","12793","2014",2014,"0","NULL",30,1.2,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Gujarat","in|1811400B20389831100750","in","1811400B20389831100750","NULL","71.5860633690425","22.700381683992","NULL","Prevalence","Sickle Cell Disease-SS","percent","434","NULL","NULL",2500,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Female","NULL","NULL","NULL","28109314","NULL","NULL","NULL","NULL",12793
"10866","12794","1991",1991,"0","NULL",7,0.447,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Madhya Pradesh","in|1811400B59208031597344","in","1811400B59208031597344","NULL","78.2888988772761","23.5379990018123","NULL","Prevalence","Sickle Cell Disease-SS","percent","435","NULL","NULL",1566,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7628584","NULL","NULL","NULL","NULL",12794
"10867","12795","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Alagoas","br|79741978B20783062581401","br","79741978B20783062581401","NULL","-36.6278536283812","-9.51217611970394","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",601,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12795
"10868","12796","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Bahia","br|79741978B71552248368700","br","79741978B71552248368700","NULL","-41.7325200667597","-12.4700671243299","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",1422,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12796
"10869","12797","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Ceara","br|79741978B85938723146255","br","79741978B85938723146255","NULL","-39.6163452519768","-5.095496207887","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",499,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12797
"10870","12798","1976",1976,"0","NULL",1,0.0271,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Federal District","br|79741978B19491382497962","br","79741978B19491382497962","NULL","-47.7974064311684","-15.7806637920869","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",3694,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12798
"10871","12799","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Goias","br|79741978B17571126785705","br","79741978B17571126785705","NULL","-49.6235396673605","-16.0419450483091","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",747,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12799
"10872","12800","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Maranhao","br|79741978B44533579151088","br","79741978B44533579151088","NULL","-45.2976842119829","-5.10245566072356","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",555,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12800
"10873","12801","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Mato Grosso","br|79741978B43224824975484","br","79741978B43224824975484","NULL","-55.9126761595676","-12.9488918363138","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",131,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12801
"10874","12802","1976",1976,"0","NULL",3,0.155,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Minas Gerais","br|79741978B61765749324277","br","79741978B61765749324277","NULL","-44.6732146628828","-18.4558614786841","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",1936,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12802
"10875","12803","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Para","br|79741978B27136140792346","br","79741978B27136140792346","NULL","-53.1202693422819","-4.02798140335519","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",1157,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12803
"10876","12804","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Paraiba","br|79741978B10760604215359","br","79741978B10760604215359","NULL","-36.835008122345","-7.12123366567363","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",640,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12804
"10877","12805","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Parana","br|79741978B88450215323638","br","79741978B88450215323638","NULL","-51.6322179040131","-24.6325471822373","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",2033,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12805
"10878","12806","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Pernambuco","br|79741978B5879176176925","br","79741978B5879176176925","NULL","-38.0009862155845","-8.32509562887805","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",451,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12806
"10879","12807","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Piaui","br|79741978B10060270025964","br","79741978B10060270025964","NULL","-42.9687380567994","-7.38817068718358","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",1655,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12807
"10880","12808","1976",1976,"0","NULL",3,0.0646,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Rio de Janeiro","br|79741978B8679249479692","br","79741978B8679249479692","NULL","-42.6605834306666","-22.1929905309639","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",4645,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12808
"10881","12809","1976",1976,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Rio Grande do Norte","br|79741978B15129675114567","br","79741978B15129675114567","NULL","-36.6761437123737","-5.8416759544109","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",466,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12809
"10882","12810","1976",1976,"0","NULL",23,0.0489,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM1","NULL","Sao Paulo","br|79741978B28355851424753","br","79741978B28355851424753","NULL","-48.7311803854912","-22.2604125980928","NULL","Prevalence","Sickle Cell Disease","percent","436","NULL","NULL",47035,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","7784954","NULL","NULL","NULL","NULL",12810
"10883","12811","2002",2002,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","Oman","om","om","NULL","NULL","56.1055820051971","20.5969522353389","NULL","Prevalence","Sickle Cell Disease","percent","437","NULL","NULL",814,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","21654958","NULL","NULL","NULL","NULL",12811
"10884","12812","2004",2004,"0","NULL",1,0.0962,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","Oman","om","om","NULL","NULL","56.1055820051971","20.5969522353389","NULL","Prevalence","Sickle Cell Disease","percent","437","NULL","NULL",1039,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","21654958","NULL","NULL","NULL","NULL",12812
"10885","12813","2003",2003,"0","NULL",0,0,"yes","NULL","Quality not appraised","NULL","Unspecified","NULL","NULL","NULL","NULL","ADM0","NULL","Oman","om","om","NULL","NULL","56.1055820051971","20.5969522353389","NULL","Prevalence","Sickle Cell Disease","percent","437","NULL","NULL",637,"NULL","NULL","Unspecified","NULL","NULL","NULL","Unspecified","NULL","NULL","Both","NULL","NULL","NULL","21654958","NULL","NULL","NULL","NULL",12813
